# dataset=strongs/glosses; lang=eng; source=strongs_gloss(lexicon)+llm_strongs_glosses(llm); license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	gloss	methods	sources
H0586	אֲנַחְנָא	we	lexicon	stepbible
H0587	אֲנַחְנוּ	we	lexicon	stepbible
H0588	אֲנָחֲרָת	Anaharath	lexicon	stepbible
H0589	אֲנִי	I	lexicon	stepbible
H0590	אֳנִי	fleet	lexicon	stepbible
H0591	אֳנִיָּה	fleet	lexicon	stepbible
H0592	אֲנִיָּה	lamentation	lexicon	stepbible
H0593	אֲנִיעָם	Aniam	lexicon	stepbible
H0594	אֲנָךְ	plumbline	lexicon	stepbible
H0595	אָנֹכִי	I	lexicon	stepbible
H0596	אָנַן	complain	lexicon	stepbible
H0597	אָנַס	compel	lexicon	stepbible
H0598	אֲנַס	constrain	lexicon	stepbible
H0599	אָנַף	be angry	lexicon	stepbible
H0600	אֲנַף	face	lexicon	stepbible
H0601	אֲנָפָה	heron	lexicon	stepbible
H0602	אָנַק	groan	lexicon	stepbible
H0603	אֲנָקָה	groaning	lexicon	stepbible
H0604	אֲנָקָה	gecko	lexicon	stepbible
H0605	אָנַשׁ	be incurable	lexicon	stepbible
H0606	אֱנָשׁ	man	lexicon	stepbible
H0607	אַנְתָּה	you	lexicon	stepbible
H0608	אַנְתּוּן	you	lexicon	stepbible
H0609	אָסָא	Asa	lexicon	stepbible
H0610	אָסוּךְ	flask	lexicon	stepbible
H0611	אָסוֹן	harm	lexicon	stepbible
H0612	אֵסוּר	bond	lexicon	stepbible
H0613	אֱסוּר	bond	lexicon	stepbible
H0614	אָסִיף	ingathering	lexicon	stepbible
H0615	אָסִיר	prisoner	lexicon	stepbible
H0616	אַסִּיר	prisoner	lexicon	stepbible
H0617	אַסִּיר	Assir	lexicon	stepbible
H0618	אָסָם	storehouse	lexicon	stepbible
H0619	אַסְנָה	Asnah	lexicon	stepbible
H0620	אׇסְנַפַּר	Osnappar	lexicon	stepbible
H0621	אָסְנַת	Asenath	lexicon	stepbible
H0622	אָסַף	gather	lexicon	stepbible
H0623	אָסָף	Asaph	lexicon	stepbible
H0624	אָסֻף	storehouse	lexicon	stepbible
H0625	אֹסֶף	gathering	lexicon	stepbible
H0626	אֲסֵפָה	collecting	lexicon	stepbible
H0627	אֲסֻפָּה	collection	lexicon	stepbible
H0628	אֲסְפְּסֻף	rabble	lexicon	stepbible
H0629	אׇסְפַּרְנָא	diligently	lexicon	stepbible
H0630	אַסְפָּתָא	Aspatha	lexicon	stepbible
H0631	אָסַר	bind	lexicon	stepbible
H0632	אֱסָר	injunction	lexicon	stepbible
H0633	אֱסָר	injunction	lexicon	stepbible
H0634	אֵסַר־חַדּוֹן	Esarhaddon	lexicon	stepbible
H0635	אֶסְתֵּר	Esther	lexicon	stepbible
H0636	אָע	wood	lexicon	stepbible
H0637	אַף	also	lexicon	stepbible
H0638	אַף	also	lexicon	stepbible
H0639	אַף	face	lexicon	stepbible
H0640	אָפַד	gird	lexicon	stepbible
H0641	אֵפֹד	Ephod	lexicon	stepbible
H0642	אֵפֻדָּה	ephod	lexicon	stepbible
H0643	אַפֶּדֶן	palace	lexicon	stepbible
H0644	אָפָה	bake	lexicon	stepbible
H0645	אֵפוֹ	then	lexicon	stepbible
H0646	אֵפוֹד	ephod	lexicon	stepbible
H0647	אֲפִיחַ	Aphiah	lexicon	stepbible
H0648	אָפִיל	late	lexicon	stepbible
H0649	אַפַּיִם	Appaim	lexicon	stepbible
H0650	אָפִיק	channel	lexicon	stepbible
H0651	אָפֵל	gloom	lexicon	stepbible
H0652	אֹפֶל	darkness	lexicon	stepbible
H0653	אֲפֵלָה	darkness	lexicon	stepbible
H0654	אֶפְלָל	Ephlal	lexicon	stepbible
H0655	אֹפֶן	time	lexicon	stepbible
H0656	אָפֵס	end	lexicon	stepbible
H0657	אֶפֶס	end	lexicon	stepbible
H0658	אֶפֶס דַּמִּים	Ephes-dammim	lexicon	stepbible
H0659	אֵפַע	worthless	lexicon	stepbible
H0660	אֶפְעֶה	viper	lexicon	stepbible
H0661	אָפַף	surround	lexicon	stepbible
H0662	אָפַק	refrain	lexicon	stepbible
H0663	אֲפֵק	Aphek	lexicon	stepbible
H0664	אֲפֵקָה	Aphekah	lexicon	stepbible
H0665	אֵפֶר	ashes	lexicon	stepbible
H0666	אֲפֵר	bandage	lexicon	stepbible
H0667	אֶפְרֹחַ	young	lexicon	stepbible
H0668	אַפִּרְיוֹן	carriage	lexicon	stepbible
H0669	אֶפְרַיִם	Ephraim	lexicon	stepbible
H0670	אֲפָרְסַי	Persia	lexicon	stepbible
H0671	אֲפַרְסְכַי	governors	lexicon	stepbible
H0672	אֶפְרָת	Ephrathah	lexicon	stepbible
H0673	אֶפְרָתִי	Ephraimite	lexicon	stepbible
H0674	אַפְּתֹם	revenue	lexicon	stepbible
H0675	אֶצְבּוֹן	Ezbon	lexicon	stepbible
H0676	אֶצְבַּע	finger	lexicon	stepbible
H0677	אֶצְבַּע	digit	lexicon	stepbible
H0678	אָצִיל	chief	lexicon	stepbible
H0679	אַצִּיל	joint	lexicon	stepbible
H0680	אָצַל	reserve	lexicon	stepbible
H0681	אֵצֶל	beside	lexicon	stepbible
H0682	אָצֵל	Azel	lexicon	stepbible
H0683	אֲצַלְיָהוּ	Azaliah	lexicon	stepbible
H0684	אֹצֶם	Ozem	lexicon	stepbible
H0685	אֶצְעָדָה	armlet	lexicon	stepbible
H0686	אָצַר	store	lexicon	stepbible
H0687	אֶצֶר	Ezer	lexicon	stepbible
H0688	אֶקְדָּח	carbuncle	lexicon	stepbible
H0689	אַקּוֹ	wild goat	lexicon	stepbible
H0690	אֲרָא	Ara	lexicon	stepbible
H0691	אֶרְאֵל	hero	lexicon	stepbible
H0692	אַרְאֵלִי	Areli	lexicon	stepbible
H0693	אָרַב	ambush	lexicon	stepbible
H0694	אֲרָב	Arab	lexicon	stepbible
H0695	אֶרֶב	ambush	lexicon	stepbible
H0696	אֹרֶב	ambush	lexicon	stepbible
H0697	אַרְבֶּה	locust	lexicon	stepbible
H0698	אׇרֳבָה	skill	lexicon	stepbible
H0699	אֲרֻבָּה	window	lexicon	stepbible
H0700	אֲרֻבּוֹת	Arubboth	lexicon	stepbible
H0701	אַרְבִּי	Arbite	lexicon	stepbible
H0702	אַרְבַּע	four	lexicon	stepbible
H0703	אַרְבַּע	four	lexicon	stepbible
H0704		Arba	lexicon	stepbible
H0705	אַרְבָּעִים	forty	lexicon	stepbible
H0706	אַרְבַּעְתַּיִם	fourfold	lexicon	stepbible
H0707	אָרַג	weave	lexicon	stepbible
H0708	אֶרֶג	shuttle	lexicon	stepbible
H0709	אַרְגֹּב	Argob	lexicon	stepbible
H0710	אַרְגְּוָן	purple	lexicon	stepbible
H0711	אַרְגְּוָן	purple	lexicon	stepbible
H0712	אַרְגָּז	box	lexicon	stepbible
H0713	אַרְגָּמָן	purple	lexicon	stepbible
H0714	אַרְדְּ	Ard	lexicon	stepbible
H0715	אַרְדּוֹן	Ardon	lexicon	stepbible
H0716	אַרְדִּי	Ardite	lexicon	stepbible
H0717	אָרָה	pluck	lexicon	stepbible
H0718	אֲרוּ	behold!	lexicon	stepbible
H0719	אַרְוַד	Arvad	lexicon	stepbible
H0720	אֲרוֹד	Arod	lexicon	stepbible
H0721	אַרְוָדִי	Arvadite	lexicon	stepbible
H0722	אֲרוֹדִי	Arodi	lexicon	stepbible
H0723	אֻרְוָה	stall	lexicon	stepbible
H0724	אֲרוּכָה	health	lexicon	stepbible
H0725	אֲרוּמָה	Arumah	lexicon	stepbible
H0726	אֲרוֹמִי	Syrian	lexicon	stepbible
H0727	אָרוֹן	ark	lexicon	stepbible
H0728	אֲרַוְנָה	Araunah	lexicon	stepbible
H0729	אָרַז	reinforced	lexicon	stepbible
H0730	אֶרֶז	cedar	lexicon	stepbible
H0731	אַרְזָה	cedar	lexicon	stepbible
H0732	אָרַח	journey	lexicon	stepbible
H0733	אָרַח	Arah	lexicon	stepbible
H0734	אֹרַח	way	lexicon	stepbible
H0735	אֹרַח	way	lexicon	stepbible
H0736	אֹרְחָה	caravan	lexicon	stepbible
H0737	אֲרֻחָה	ration	lexicon	stepbible
H0738	אֲרִי	lion	lexicon	stepbible
H0739	אֲרִיאֵל	Ariel	lexicon	stepbible
H0740	אֲרִיאֵל	Ariel	lexicon	stepbible
H0741	אֲרִיאֵל	altar	lexicon	stepbible
H0742	אֲרִידַי	Aridai	lexicon	stepbible
H0743	אֲרִידָתָא	Aridatha	lexicon	stepbible
H0744	אַרְיֵה	lion	lexicon	stepbible
H0745	אַרְיֵה	Arieh	lexicon	stepbible
H0746	אֲרְיוֹךְ	Arioch	lexicon	stepbible
H0747	אֲרִיסַי	Arisai	lexicon	stepbible
H0748	אָרַךְ	prolong	lexicon	stepbible
H0749	אֲרַךְ	be proper	lexicon	stepbible
H0750	אָרֵךְ	slow	lexicon	stepbible
H0751	אֶרֶךְ	Erech	lexicon	stepbible
H0752	אָרֹךְ	long	lexicon	stepbible
H0753	אֹרֶךְ	length	lexicon	stepbible
H0754	אַרְכָּא	lengthening	lexicon	stepbible
H0755	אַרְכֻבָה	knee	lexicon	stepbible
H0756	אַרְכְּוַי	Erech	lexicon	stepbible
H0757	אַרְכִּי	Archite	lexicon	stepbible
H0758	אֲרָם	Aram	lexicon	stepbible
H0759	אַרְמוֹן	citadel	lexicon	stepbible
H0760	אֲרַם צוֹבָה	Aram-zobah	lexicon	stepbible
H0761	אֲרַמִּי	Aramean	lexicon	stepbible
H0762	אֲרָמִית	Aramaic	lexicon	stepbible
H0763	אֲרַם נַהֲרַיִם	Mesopotamia	lexicon	stepbible
H0764	אַרְמֹנִי	Armoni	lexicon	stepbible
H0765	אֲרָן	Aran	lexicon	stepbible
H0766	אֹרֶן	fir	lexicon	stepbible
H0767	אֹרֶן	Oren	lexicon	stepbible
H0768	אַרְנֶבֶת	hare	lexicon	stepbible
H0769	אַרְנוֹן	Arnon	lexicon	stepbible
H0770	אַרְנָן	Arnan	lexicon	stepbible
H0771	אׇרְנָן	Ornan	lexicon	stepbible
H0772	אֲרַע	earth	lexicon	stepbible
H0773	אַרְעִית	bottom	lexicon	stepbible
H0774	אַרְפָּד	Arpad	lexicon	stepbible
H0775	אַרְפַּכְשַׁד	Arpachshad	lexicon	stepbible
H0776	אֶרֶץ	land	lexicon	stepbible
H0777	אַרְצָא	Arza	lexicon	stepbible
H0778	אֲרַק	earth	lexicon	stepbible
H0779	אָרַר	curse	lexicon	stepbible
H0780	אֲרָרַט	Ararat	lexicon	stepbible
H0781	אָרַשׂ	betroth	lexicon	stepbible
H0782	אֲרֶשֶׁת	request	lexicon	stepbible
H0783	אַרְתַּחְשַׁשְׁתָּא	Artaxerxes	lexicon	stepbible
H0784	אֵשׁ	fire	lexicon	stepbible
H0785	אֵשׁ	fire	lexicon	stepbible
H0786	אִשׁ	there is	lexicon	stepbible
H0787	אֹשׁ	foundation	lexicon	stepbible
H0788	אַשְׁבֵּל	Ashbel	lexicon	stepbible
H0789	אַשְׁבֵּלִי	Ashbelite	lexicon	stepbible
H0790	אֶשְׁבָּן	Eshban	lexicon	stepbible
H0791	אַשְׁבֵּעַ	ashbea	lexicon	stepbible
H0792	אֶשְׁבַּעַל	Eshbaal	lexicon	stepbible
H0793	אֶשֶׁד	slope	lexicon	stepbible
H0794	אֲשֵׁדָה	slope	lexicon	stepbible
H0795	אַשְׁדּוֹד	Ashdod	lexicon	stepbible
H0796	אַשְׁדּוֹדִי	Ashdod	lexicon	stepbible
H0797	אַשְׁדּוֹדִית	Ashdod	lexicon	stepbible
H0798		Slopes (of Pisgah)	lexicon	stepbible
H0799	אֶשְׁדָּת	fiery	lexicon	stepbible
H0800	אֶשָּׁה	fire	lexicon	stepbible
H0801	אִשָּׁה	food offering	lexicon	stepbible
H0802	אִשָּׁה	woman	lexicon	stepbible
H0803	אֲשׁוּיָה	foundation	lexicon	stepbible
H0804	אַשּׁוּר	Assyria	lexicon	stepbible
H0805	אֲשׁוּרִי	Asshurim	lexicon	stepbible
H0806	אַשְׁחוּר	Ashhur	lexicon	stepbible
H0807	אַשִׁימָא	Ashima	lexicon	stepbible
H0808	אָשִׁישׁ	foundation	lexicon	stepbible
H0809	אֲשִׁישָׁה	raisin bun	lexicon	stepbible
H0810	אֶשֶׁךְ	testicle	lexicon	stepbible
H0811	אֶשְׁכּוֹל	cluster	lexicon	stepbible
H0812	אֶשְׁכֹּל	Eshcol	lexicon	stepbible
H0813	אַשְׁכְּנַז	Ashkenaz	lexicon	stepbible
H0814	אֶשְׁכָּר	gift	lexicon	stepbible
H0815	אֵשֶׁל	tamarisk	lexicon	stepbible
H0816	אָשַׁם	be guilty	lexicon	stepbible
H0817	אָשָׁם	guilt (offering)	lexicon	stepbible
H0818	אָשֵׁם	guilty	lexicon	stepbible
H0819	אַשְׁמָה	guiltiness	lexicon	stepbible
H0820	אַשְׁמָן	strong	lexicon	stepbible
H0821	אַשְׁמֻרָה	watch	lexicon	stepbible
H0822	אֶשְׁנָב	lattice	lexicon	stepbible
H0823	אַשְׁנָה	Ashnah	lexicon	stepbible
H0824	אֶשְׁעָן	Eshan	lexicon	stepbible
H0825	אַשָּׁף	enchanter	lexicon	stepbible
H0826	אַשָּׁף	enchanter	lexicon	stepbible
H0827	אַשְׁפָּה	quiver	lexicon	stepbible
H0828	אַשְׁפְּנַז	Ashpenaz	lexicon	stepbible
H0829	אֶשְׁפָּר	raisin bun	lexicon	stepbible
H0830	אַשְׁפֹּת	Dung (Gate)	lexicon	stepbible
H0831	אַשְׁקְלוֹן	Ashkelon	lexicon	stepbible
H0832	אֶשְׁקְלוֹנִי	Ashkelonite	lexicon	stepbible
H0833	אָשַׁר	bless	lexicon	stepbible
H0834	אֲשֶׁר	which	lexicon	stepbible
H0835	אֶשֶׁר	blessed	lexicon	stepbible
H0836	אָשֵׁר	Asher	lexicon	stepbible
H0837	אֹשֶׁר	happy	lexicon	stepbible
H0838	אָשֻׁר	step	lexicon	stepbible
H0839	אֲשֻׁר	pine	lexicon	stepbible
H0840	אֲשַׂרְאֵל	Asarel	lexicon	stepbible
H0841	אֲשַׂרְאֵלָה	Asharelah	lexicon	stepbible
H0842	אֲשֵׁרָה	Asherah	lexicon	stepbible
H0843	אָשֵׁרִי	Asherite	lexicon	stepbible
H0844	אַשְׂרִיאֵל	Asriel	lexicon	stepbible
H0845	אַשְׂרִאֵלִי	Asrielite	lexicon	stepbible
H0846	אֻשַּׁרְנָא	wall	lexicon	stepbible
H0847	אֶשְׁתָּאֹל	Eshtaol	lexicon	stepbible
H0848	אֶשְׁתָּאֻלִי	Eshtaolite	lexicon	stepbible
H0849	אֶשְׁתַּדּוּר	sedition	lexicon	stepbible
H0850	אֶשְׁתּוֹן	Eshton	lexicon	stepbible
H0851	אֶשְׁתְּמֹעַ	Eshtemoa	lexicon	stepbible
H0852	אָת	sign	lexicon	stepbible
H0853	אֵת	[Obj.]	lexicon	stepbible
H0854		with	lexicon	stepbible
H0855	אֵת	plowshare	lexicon	stepbible
H0856	אֶתְבַּעַל	Ethbaal	lexicon	stepbible
H0857	אָתָה	come	lexicon	stepbible
H0858	אָתָה	come	lexicon	stepbible
H0859	אַתָּה	you(m.s.)	lexicon	stepbible
H0860	אָתוֹן	she-ass	lexicon	stepbible
H0861	אַתּוּן	furnace	lexicon	stepbible
H0862	אַתּוּק	gallery	lexicon	stepbible
H0863	אִתַּי	Ittai	lexicon	stepbible
H0864	אֵתָם	Etham	lexicon	stepbible
H0865	אֶתְמוֹל	previously	lexicon	stepbible
H0866	אֶתְנָה	wages	lexicon	stepbible
H0867	אֶתְנִי	Ethni	lexicon	stepbible
H0868	אֶתְנַן	wages	lexicon	stepbible
H0869	אֶתְנַן	Ethnan	lexicon	stepbible
H0870	אֲתַר	place	lexicon	stepbible
H0871	אֲתָרִים	Atharim	lexicon	stepbible
H0872	בְּאָה	entrance	lexicon	stepbible
H0873	בִּאוּשׁ	bad	lexicon	stepbible
H0874	בָּאַר	make plain	lexicon	stepbible
H0875	בְּאֵר	well	lexicon	stepbible
H0876	בְּאֵר	Beer	lexicon	stepbible
H0877	בֹּאר	cistern	lexicon	stepbible
H0878	בְּאֵרָא	Beera	lexicon	stepbible
H0879	בְּאֵר אֵלִים	Beer-elim	lexicon	stepbible
H0880	בְּאֵרָה	Beerah	lexicon	stepbible
H0881	בְּאֵרוֹת	Beeroth	lexicon	stepbible
H0882	בְּאֵרִי	Beeri	lexicon	stepbible
H0883	בְּאֵר לַחַי רֹאִי	Beer-lahai-roi	lexicon	stepbible
H0884	בְּאֵר שֶׁבַע	Beersheba	lexicon	stepbible
H0885	בְּאֵרֹת בְּנֵי־יַעֲקַן	Beeroth-bene-jaakan	lexicon	stepbible
H0886	בְּאֵרֹתִי	Beerothite	lexicon	stepbible
H0887	בָּאַשׁ	stink	lexicon	stepbible
H0888	בְּאֵשׁ	be displeased	lexicon	stepbible
H0889	בְּאֹשׁ	stench	lexicon	stepbible
H0890	בׇּאְשָׁה	foul weed	lexicon	stepbible
H0891	בְּאֻשִׁים	sour grapes	lexicon	stepbible
H0892	בָּבָה	apple	lexicon	stepbible
H0893	בֵּבַי	Bebai	lexicon	stepbible
H0894	בָּבֶל	Babylon	lexicon	stepbible
H0895	בַּבֶל	Babylon	lexicon	stepbible
H0896	בַּבְלִי	Babylonian	lexicon	stepbible
H0897	בַּג	spoil	lexicon	stepbible
H0898	בָּגַד	act treacherously	lexicon	stepbible
H0899	בֶּגֶד	treachery	lexicon	stepbible
H0900	בֹּגְדוֹת	treachery	lexicon	stepbible
H0901	בָּגוֹד	treacherous	lexicon	stepbible
H0902	בִּגְוַי	Bigvai	lexicon	stepbible
H0903	בִּגְתָא	Bigtha	lexicon	stepbible
H0904	בִּגְתָן	Bigthan	lexicon	stepbible
H0905	בַּד	alone	lexicon	stepbible
H0906	בַּד	linen	lexicon	stepbible
H0907	בַּד	bluster	lexicon	stepbible
H0908	בָּדָא	devise	lexicon	stepbible
H0909	בָּדַד	be alone	lexicon	stepbible
H0910	בָּדָד	isolation	lexicon	stepbible
H0911	בְּדַד	Bedad	lexicon	stepbible
H0912	בֵּדְיָה	Bedeiah	lexicon	stepbible
H0913	בְּדִיל	tin	lexicon	stepbible
H0914	בָּדַל	separate	lexicon	stepbible
H0915	בָּדָל	piece	lexicon	stepbible
H0916	בְּדֹלַח	bdellium	lexicon	stepbible
H0917	בְּדָן	Bedan	lexicon	stepbible
H0918	בָּדַק	repair	lexicon	stepbible
H0919	בֶּדֶק	breach	lexicon	stepbible
H0920	בִּדְקַר	Bidkar	lexicon	stepbible
H0921	בְּדַר	scatter	lexicon	stepbible
H0922	בֹּהוּ	void	lexicon	stepbible
H0923	בַּהַט	porphyry	lexicon	stepbible
H0924	בְּהִילוּ	hastely	lexicon	stepbible
H0925	בָּהִיר	bright	lexicon	stepbible
H0926	בָּהַל	dismay	lexicon	stepbible
H0927	בְּהַל	dismay	lexicon	stepbible
H0928	בֶּהָלָה	dismay	lexicon	stepbible
H0929	בְּהֵמָה	animal	lexicon	stepbible
H0930	בְּהֵמוֹת	Behemoth	lexicon	stepbible
H0931	בֹּהֶן	thumb	lexicon	stepbible
H0932	בֹּהַן	Bohan	lexicon	stepbible
H0933	בֹּהַק	spot	lexicon	stepbible
H0934	בֹּהֶרֶת	bright spot	lexicon	stepbible
H0935	בּוֹא	come (in)	lexicon	stepbible
H0936	בּוּז	despise	lexicon	stepbible
H0937	בּוּז	contempt	lexicon	stepbible
H0938	בּוּז	Buz	lexicon	stepbible
H0939	בּוּזָה	contempt	lexicon	stepbible
H0940	בּוּזִי	Buzite	lexicon	stepbible
H0941	בּוּזִי	Buzi	lexicon	stepbible
H0942	בַּוַּי	Bavvai	lexicon	stepbible
H0943	בּוּךְ	perplex	lexicon	stepbible
H0944	בּוּל	produce	lexicon	stepbible
H0945	בּוּל	Bul	lexicon	stepbible
H0946	בּוּנָה	Bunah	lexicon	stepbible
H0947	בּוּס	trample	lexicon	stepbible
H0948	בּוּץ	fine linen	lexicon	stepbible
H0949	בּוֹצֵץ	Bozez	lexicon	stepbible
H0950	בּוּקָה	emptiness	lexicon	stepbible
H0951	בּוֹקֵר	herdsman	lexicon	stepbible
H0952	בּוּר	explain	lexicon	stepbible
H0953	בּוֹר	pit	lexicon	stepbible
H0954	בּוּשׁ	be ashamed	lexicon	stepbible
H0955	בּוּשָׁה	shame	lexicon	stepbible
H0956	בּוּת	lodge	lexicon	stepbible
H0957	בַּז	plunder	lexicon	stepbible
H0958	בָּזָא	divide	lexicon	stepbible
H0959	בָּזָה	despise	lexicon	stepbible
H0960	בָּזֹה	despise	lexicon	stepbible
H0961	בִּזָּה	plunder	lexicon	stepbible
H0962	בָּזַז	plunder	lexicon	stepbible
H0963	בִּזָּיוֹן	contempt	lexicon	stepbible
H0964	בִּזְיוֹתְיָה	Biziothiah	lexicon	stepbible
H0965	בָּזָק	lightning	lexicon	stepbible
H0966	בֶּזֶק	Bezek	lexicon	stepbible
H0967	בָּזַר	scatter	lexicon	stepbible
H0968	בִּזְתָא	Biztha	lexicon	stepbible
H0969	בָּחוֹן	assayer	lexicon	stepbible
H0970	בָּחַר	youth	lexicon	stepbible
H0971		tower	lexicon	stepbible
H0972	בָּחִיר	chosen	lexicon	stepbible
H0973	בָּחַל	loath	lexicon	stepbible
H0974	בָּחַן	test	lexicon	stepbible
H0975	בַּחַן	watchtower	lexicon	stepbible
H0976	בֹּחַן	testing	lexicon	stepbible
H0977		choose	lexicon	stepbible
H0978	בַּחֲרוּמִי	Baharumite	lexicon	stepbible
H0979	בְּחֻרוֹת	youth	lexicon	stepbible
H0980	בַּחֻרִים	Bahurim	lexicon	stepbible
H0981	בָּטָא	speak rashly	lexicon	stepbible
H0982	בָּטַח	trust	lexicon	stepbible
H0983	בֶּטַח	security	lexicon	stepbible
H0984	בֶּטַח	Betah	lexicon	stepbible
H0985	בִּטְחָה	trust	lexicon	stepbible
H0986	בִּטָּחוֹן	trust	lexicon	stepbible
H0987	בַּטֻּחוֹת	security	lexicon	stepbible
H0988	בָּטֵל	cease	lexicon	stepbible
H0989	בְּטֵל	cease	lexicon	stepbible
H0990	בֶּטֶן	belly	lexicon	stepbible
H0991	בֶּטֶן	Beten	lexicon	stepbible
H0992	בֹּטֶן	pistachio	lexicon	stepbible
H0993	בְּטֹנִים	Betonim	lexicon	stepbible
H0994	בִּי	please	lexicon	stepbible
H0995	בִּין	understand	lexicon	stepbible
H0996	בֵּין	between	lexicon	stepbible
H0997	בֵּין	between	lexicon	stepbible
H0998	בִּינָה	understanding	lexicon	stepbible
H0999	בִּינָה	understanding	lexicon	stepbible
H1000	בֵּיצָה	egg	lexicon	stepbible
H1001	בִּירָא	citadel	lexicon	stepbible
H1002	בִּירָה	palace	lexicon	stepbible
H1003	בִּירָנִית	fortress	lexicon	stepbible
H1004	בַּיִת	place	lexicon	stepbible
H1005	בַּיִת	house	lexicon	stepbible
H1006	בַּיִת	Bajith	lexicon	stepbible
H1007	בֵּית אָוֶן	Beth-aven	lexicon	stepbible
H1008	בֵּית־אֵל	Bethel	lexicon	stepbible
H1009	בֵּית אַרְבֵּאל	Beth-arbel	lexicon	stepbible
H1010	בֵּית בַּעַל מְעוֹן	Beth-meon	lexicon	stepbible
H1011	בֵּית בִּרְאִי	Beth-biri	lexicon	stepbible
H1012	בֵּית בָּרָה	Beth-barah	lexicon	stepbible
H1013	בֵּית־גָּדֵר	Beth-gader	lexicon	stepbible
H1014	בֵּית גָּמוּל	Beth-gamul	lexicon	stepbible
H1015	בֵּית דִּבְלָתַיִם	Beth-diblathaim	lexicon	stepbible
H1016	בֵּית־דָּגוֹן	Beth-dagon	lexicon	stepbible
H1017	בֵּית הָאֱלִי	Bethelite	lexicon	stepbible
H1018	בֵּית הָאֵצֶל	Beth-ezel	lexicon	stepbible
H1019		Beth-gilgal	lexicon	stepbible
H1020	בֵּית הַיְשִׁימוֹת	Beth-jeshimoth	lexicon	stepbible
H1021	בֵּית הַכֶּרֶם	Beth-haccherem	lexicon	stepbible
H1022	בֵּית הַלַּחְמִי	Bethlehemite	lexicon	stepbible
H1023	בֵּית הַמֶּרְחָק	Beth-merchak	lexicon	stepbible
H1024	בֵּית הַמַּרְכָּבוֹת	Beth-marcaboth	lexicon	stepbible
H1025	בֵּית הָעֵמֶק	Beth-emek	lexicon	stepbible
H1026	בֵּית הָעֲרָבָה	Beth-arabah	lexicon	stepbible
H1027	בֵּית הָרָם	Beth-haram	lexicon	stepbible
H1028	בֵּית הָרָן	Beth-haran	lexicon	stepbible
H1029	בֵּית הַשִּׁטָּה	Beth-shittah	lexicon	stepbible
H1030	בֵּית הַשִּׁמְשִׁי	Bethshemite	lexicon	stepbible
H1031	בֵּית חׇגְלָה	Beth-hoglah	lexicon	stepbible
H1032	בֵּית חוֹרוֹן	Beth-horon	lexicon	stepbible
H1033	בֵּית כַּר	Beth-car	lexicon	stepbible
H1034	בֵּית לְבָאוֹת	Beth-lebaoth	lexicon	stepbible
H1035	בֵּית לֶחֶם	Bethlehem	lexicon	stepbible
H1036	בֵּית לְעַפְרָה	Beth-le-aphrah	lexicon	stepbible
